Charging Start Time,Charging Duration (minutes),Energy Delivered (kWh)
2026-01-01T02:50:46-05:00,178.58333333333334,20.0
2026-01-01T08:57:41-05:00,236,37.9
2026-01-01T12:59:53-05:00,186.6,29.9
2026-01-01T16:53:23-05:00,51,8.1
2026-01-01T18:15:05-05:00,88.81666666666666,14.2
2026-01-01T20:38:47-05:00,99.35,8.2
2026-01-01T23:27:38-05:00,100.71666666666667,16.5
2026-01-02T09:59:30-05:00,141.28333333333333,21.9
2026-01-02T12:46:30-05:00,191.61666666666667,30.7
2026-01-02T16:02:23-05:00,173.86666666666667,19.2
2026-01-03T00:46:22-05:00,257.65,34.5
2026-01-03T08:20:18-05:00,169.23333333333332,27.1
2026-01-03T11:28:24-05:00,74.4,11.9
2026-01-03T14:09:15-05:00,169.96666666666667,27.3
2026-01-03T18:22:59-05:00,77.01666666666667,13.2
2026-01-04T09:36:48-05:00,174.68333333333334,14.4
2026-01-04T12:34:09-05:00,233.56666666666666,37.8
2026-01-04T16:30:17-05:00,267.9166666666667,43.5
2026-01-04T22:38:44-05:00,103.2,12.1
2026-01-05T08:20:25-05:00,109.51666666666667,17.5
2026-01-05T14:34:07-05:00,100.01666666666667,15.9
2026-01-05T17:05:42-05:00,140.66666666666666,23.5
2026-01-05T19:45:01-05:00,164.78333333333333,9.1
2026-01-05T23:00:26-05:00,162.05,26.3
2026-01-06T03:43:11-05:00,145.56666666666666,23.6
2026-01-06T06:20:53-05:00,158.21666666666667,25.7
2026-01-06T09:11:59-05:00,148,23.7
2026-01-06T12:00:37-05:00,251.71666666666667,40.3
2026-01-06T17:17:34-05:00,136.73333333333332,22.0
2026-01-06T19:38:58-05:00,82.81666666666666,13.4
2026-01-06T21:30:12-05:00,163.95,26.4
2026-01-07T03:30:05-05:00,292,46.9
2026-01-07T09:27:36-05:00,66.48333333333333,10.8
2026-01-07T10:56:08-05:00,158.68333333333334,25.3
2026-01-07T14:03:57-05:00,288.65,46.6
2026-01-08T10:04:14-05:00,207.5,33.7
2026-01-08T13:42:57-05:00,66.88333333333334,10.8
2026-01-08T15:46:38-05:00,186.15,30.1
2026-01-08T19:03:32-05:00,495.6666666666667,78.9
2026-01-09T11:34:26-05:00,117.41666666666667,18.6
2026-01-09T14:50:13-05:00,222.61666666666667,36.5
2026-01-09T18:38:06-05:00,148.78333333333333,24.5
2026-01-09T22:53:25-05:00,3.8333333333333335,0.4
2026-01-09T23:00:15-05:00,461.5833333333333,65.0
2026-01-10T07:39:25-05:00,77.76666666666667,6.7
2026-01-10T11:02:14-05:00,180.98333333333332,29.0
2026-01-10T14:06:51-05:00,185.96666666666667,29.9
2026-01-10T17:30:30-05:00,343.46666666666664,49.5
2026-01-11T02:23:10-05:00,276.31666666666666,39.1
2026-01-11T09:33:53-05:00,134.55,21.4
2026-01-11T11:55:10-05:00,177.85,28.5
2026-01-11T15:19:33-05:00,180.43333333333334,23.3
2026-01-11T18:21:15-05:00,213.63333333333333,22.8
2026-01-11T21:58:40-05:00,600.0666666666667,50.1
2026-01-12T09:08:54-05:00,28.033333333333335,4.5
2026-01-12T15:28:48-05:00,212.06666666666666,34.2
2026-01-12T19:18:20-05:00,176.18333333333334,29.3
2026-01-12T22:20:57-05:00,151.63333333333333,24.7
2026-01-13T01:49:50-05:00,221.1,34.1
2026-01-13T07:45:33-05:00,16.016666666666666,1.7
2026-01-13T08:55:59-05:00,186.38333333333333,30.1
2026-01-13T12:16:22-05:00,185.15,20.3
2026-01-13T16:19:37-05:00,37.35,6.0
2026-01-13T17:15:07-05:00,113.81666666666666,18.4
2026-01-13T19:07:49-05:00,94.81666666666666,13.1
2026-01-14T08:34:27-05:00,85.36666666666666,13.7
2026-01-14T10:04:06-05:00,103.2,16.4
2026-01-14T13:49:48-05:00,103.01666666666667,16.5
2026-01-14T17:27:10-05:00,148.46666666666667,24.1
2026-01-14T20:32:48-05:00,190.76666666666668,30.9
2026-01-15T03:06:49-05:00,163.73333333333332,26.3
2026-01-15T08:57:02-05:00,138.18333333333334,22.3
2026-01-15T17:04:55-05:00,168.51666666666668,27.1
2026-01-15T20:09:29-05:00,464.18333333333334,74.1
2026-01-16T07:42:09-05:00,67.63333333333334,10.9
2026-01-16T08:57:12-05:00,140.61666666666667,18.9
2026-01-16T12:07:31-05:00,126.66666666666667,20.4
2026-01-16T14:50:48-05:00,192.66666666666666,31.1
2026-01-16T18:25:07-05:00,52.63333333333333,8.5
2026-01-16T19:44:36-05:00,95.63333333333334,15.2
2026-01-17T00:09:51-05:00,94.86666666666666,15.5
2026-01-17T05:56:33-05:00,287.5,44.2
2026-01-17T11:47:05-05:00,105.96666666666667,10.8
2026-01-17T14:09:28-05:00,567.1833333333333,48.2
2026-01-17T23:41:59-05:00,199.18333333333334,32.5
